区域,名称,景点id,类型,级别,热度,地址,特色,经纬度
湖南·张家界·桑植县,贺龙故居,438993769,故居,,热度 0.7,湖南省张家界市桑植县洪家关,贺龙，中华人民共和国十大元帅之一，出生于张家界市桑植洪家关。现在的贺龙故居，为1975年桑植县政府按原貌所修复的。故居为,"110.175061,29.480996"
广西·崇左·龙州县,陆荣廷旧居陈列馆,2230455258,故居,,热度 0.0,广西省崇左市龙州县水口镇水口旧街,桂系军事集团领袖人物陆荣廷故居,"106.592297,22.472756"
浙江·宁波,溪口小洋房,2059168049,故居,,热度 0.0,浙江省宁波市奉化市溪口镇武岭门（近文昌阁）,蒋经国之故居,"121.291333,29.688467"
陕西·延安·宝塔区,杜公祠,747357178,故居,,热度 0.0,陕西省延安市宝塔区七里铺,复原再现诗人在延州时的史实和诗作意境,"109.561637,36.43723"
浙江·嘉兴·海宁市,王国维故居,3397997473,故居,,热度 0.7,浙江省嘉兴市海宁市,陈列大师生平成就，引无数学者前来瞻仰,"120.543946,30.406969"
马萨诸塞州·波士顿,保罗列维尔之家,2861644933,故居,,热度 0.0,"19 N Square, Boston, MA",波士顿市内唯一被保留下来的十七世纪民宅。,"-71.0536990061343,42.3637388909179"
重庆·重庆·渝中区,特园,627020690,故居,,热度 0.0,重庆渝中区上清寺嘉陵桥东村35号,著名爱国民主人士鲜英公馆,"106.55258,29.567214"
四川·资阳·乐至县,陈毅故居,177386921,故居,4A景区,热度 0.9400000000000001,四川省资阳市乐至县劳动镇旧居村,松柏挺秀、环境幽雅，是瞻仰先辈的好所在,"104.95683408182,30.39136172248"
维罗纳,朱丽叶故居,3929561305,故居,,热度 0.0,维罗纳市中心香草广场附近的卡佩罗大街27号,《罗密欧与朱丽叶》中女主角朱丽叶的居所,"10.9984057,45.4419186"
浙江·宁波·慈城古县城,冯岳彩绘台门,2649232034,故居,,热度 0.0,浙江省宁波市江北区慈城古县城,冯岳彩绘台门是明代刑部尚书冯岳故居的大门，于1610年由明神宗亲赐所建，其建筑主干上绘有各色生动活泼的图案，古色古香，雄,"121.461263,29.992354"
江苏·泰州·兴化市,李园船厅,2882832875,故居,,热度 0.0,泰州市兴化市城中武安街13号,是扬州富商李小波家花园的一部分,"119.85506,32.917901"
山东·青岛·市南区,康有为故居,126858123,故居,,热度 0.72,山东省青岛市市南区福山支路5号,三层德式砖木结构建筑，山东省重点保护,"120.33929,36.059923"
浙江·嘉兴·海宁市,徐志摩故居,1827122454,故居,,热度 0.7,浙江省嘉兴市海宁市,中西合璧，展示诗人短暂而绚丽多彩的一生,"120.70119199665,30.534182127944"
法兰克福,歌德故居,1076057803,故居,,热度 0.0,"Großer Hirschgraben 23-25, Frankfurt am Main, Deutschland",歌德24岁在这里写下了《少年维特之烦恼》,"8.67760742300766,50.1112279058289"
萨尔茨堡,莫扎特故居,1003375696,故居,,热度 0.0,奥地利萨尔茨堡盖特莱德街9 号,著名音乐大师莫扎特出生的地方,"13.0439126044512,47.8027034070216"
湖南·怀化·溆浦县,向警予纪念馆,1520598500,故居,3A景区,热度 0.0,湖南省怀化市溆浦县,向警予同志纪念馆原名为向警予故居管理所，1984年元月胡跃邦总书记参观故剧时题名为,"110.59604826077,27.911046920077"
维多利亚省·墨尔本,库克船长小屋,1412410200,故居,,热度 0.0,"Wellington Pde, Fitzroy Gardens, East Melbourne VIC 3002",了解其一生的航海经历，感受船长的家庭生活,"144.979450762272,-37.8144983776065"
浙江·金华·金东区,艾青故居,2789752863,故居,,热度 0.7,浙江省金华市金东区,天井式的民间小居,"119.886852,29.263019"
湖南·湘西·凤凰古城,熊希龄故居,3929019852,故居,,热度 0.8800000000000001,湖南省湘西土家族苗族自治州凤凰古城北文星街的一个小巷里,当地暴雨，凤凰古城被淹，请注意出行安全,"109.608475,27.955242"
重庆·重庆·渝中区,曾家岩50号,3484814578,故居,,热度 0.0,重庆市渝中区人民支路,周恩来同志曾在此处中开展革命工作,"106.556622,29.571201"
哥本哈根,安徒生故居博物馆,4281481908,故居,,热度 0.0,"The Hans Christian Andersen Museum, Bangs Boder 29, 5000 欧登塞丹麦",世界著名童话大师安徒生的诞生之地,"10.3881603,55.398255"
浙江·绍兴·绍兴古城,绍兴蔡元培故居,998923246,故居,,热度 0.72,浙江省绍兴市绍兴县笔飞弄13号,建筑坐北朝南，高墙深院，显得气势不凡,"120.58961,30.013489"
山东·淄博·周村区,蒲松龄书馆,226352360,故居,,热度 0.7,山东省淄博市周村区王村镇西铺村,被誉为“世界短篇小说之王”的文坛巨匠,"117.744882,36.68414"
河南·郑州·巩义市,杜甫故里,1447682976,故居,,热度 0.0,河南省巩义市站街镇杜甫前街中段南瑶湾村,瞻仰杜甫形象，学习杜甫精神的人文基地,"113.06871,34.801209"
福建·厦门·集美学村,陈嘉庚纪念胜地景区,565852139,故居,,热度 0.0,福建省厦门市集美区浔江路8号,充分展示了嘉庚先生一生热爱科学，尊师重教,"118.111929,24.571534"
山西·晋中·寿阳县,祁寯藻故里,2999447080,故居,,热度 0.0,山西省晋中市寿阳县三零七国道平舒村与龙门河村之间,清朝三代帝师祁寯藻故里，书香门第的起源,"113.074222,37.94469"
浙江·绍兴·绍兴古城,范文澜故居,1774322620,故居,,热度 0.0,浙江省绍兴市越城区胜利西路500号,绍兴市级文物保护单位,"120.546367,30.013098"
广东·普宁,德安里,2271183633,故居,3A景区,热度 0.0,广东省普宁市洪阳镇洪阳大道,广东省内罕见的大型府第式建筑组群,"116.223569,23.439731"
云南·保山·和顺古镇,艾思奇故居,3774546594,故居,,热度 0.74,云南省保山市腾冲县和顺乡水碓村,品读革命先驱艾思奇的一生,"98.470246,25.009275"
山东·淄博·淄川区,蒲松龄故居,890009092,故居,,热度 0.72,淄博市淄川区洪山镇蒲家庄,初具规模的蒲学研究阵地和驰名中外的旅游点,"118.018245,36.635805"
江苏·苏州·木渎古镇,榜眼府第,2808720728,故居,,热度 0.0,江苏省苏州市吴中区木渎镇山塘街,典型的清朝早期江南园林建筑风格,"120.521626,31.254608"
广东·广州·越秀区,新河浦,2807769613,故居,,热度 0.0,广东省广州市越秀区,以“东山小洋楼”著称，是广州的旧豪宅区,"113.29475,23.126737"
新疆·伊犁·霍城县,林则徐戍所,4224018189,故居,,热度 0.0,新疆伊犁地区霍城县惠远城,林则徐故居--林则徐戍所,"80.916416,43.99919"
上海·上海·徐汇区,张乐平旧居,2505917704,故居,,热度 0.0,上海市徐汇区五原路288弄,“三毛之父”故居,"121.449806,31.218606"
北京·北京·大兴区,马致远故居,2679540000,故居,,热度 0.0,北京市门头沟区王平镇韭园西落坡村,马致远故居位于北京市门头沟韭园民俗村内，这里有京西古道中的王平古道。故居是一座标准的四合院，坐西朝东，东南西北四面都有房,"116.039138,39.966"
槟城,娘惹博物馆,3470745556,故居,,热度 0.0,"29, Lebuh Gereja, Pulau Pinang",一个典型的19世纪峇峇娘惹民宅,"100.340997174382,5.41797709136577"
广东·肇庆·高要市,肇庆黎雄才故居,2947440401,故居,,热度 0.0,广东省肇庆市高要市白土镇坑尾村,千年历史古村落，较完整的岭南文化遗产体系,"112.465611,23.034336"
江苏·南京·夫子庙,秦大士故居,1512105943,故居,,热度 0.0,江苏省南京秦淮区夫子庙秦淮风光带,清乾隆时状元故居,"118.794424,32.023557"
贵州·遵义·红花岗区,遵义警备司令部旧址,1418807681,故居,,热度 0.0,贵州遵义红花岗区老城杨柳街中段,原系国民党黔军副师长周吉善的公馆,"106.925209,27.693182"
江苏·南京·江宁区,杨柳湖风景区,892161913,故居,,热度 0.0,江苏省南京市江宁区龙眠大道杨柳湖风景区,“九十九间半”古民居群,"118.937187,31.858303"
河北·张家口·蔚县,魏象枢故居,2280025490,故居,,热度 0.0,河北省张家口市蔚县书院街与公道巷交叉口东北50米,廉政博物馆和廉政教育基地,"114.579949,39.846195"
广西·北海·合浦县,槐园景区,1291997545,故居,3A景区,热度 0.0,广西省北海市合浦县廉州镇康乐街1号（西华路与还珠大道交叉口东150米）,中西结合的近代庭园别墅式建筑群,"109.196241,21.669462"
江苏·南京·江宁区,杨柳湖风景区,892161913,故居,,热度 0.0,江苏省南京市江宁区龙眠大道杨柳湖风景区,“九十九间半”古民居群,"118.937187,31.858303"
贵州·遵义·红花岗区,遵义警备司令部旧址,1418807681,故居,,热度 0.0,贵州遵义红花岗区老城杨柳街中段,原系国民党黔军副师长周吉善的公馆,"106.925209,27.693182"
广东·广州·越秀区,新河浦,2807769613,故居,,热度 0.0,广东省广州市越秀区,以“东山小洋楼”著称，是广州的旧豪宅区,"113.29475,23.126737"
江苏·扬州,平山堂,4277612902,故居,,热度 0.0,扬州市西北郊蜀冈中峰大明寺内,文人吟诗作赋的场所,"119.418942,32.425981"
上海·上海·浦东新区,黄炎培故居,2955528373,故居,,热度 0.7,上海市浦东新区新川路南市街74弄1号,黄炎培故居位于浦东新区川沙镇南市街新川路口。原为清咸丰时内阁中书沈树镛住宅——“内史第”。黄炎培（187-1965）在光,"121.711946,31.20111"
天津·天津·和平区,吉鸿昌旧居,559671253,故居,,热度 0.7,天津市和平区花园路5号,党在津的抗日秘密联络点和武器储备中转站,"117.204638,39.123868"
山东·济宁·曲阜,孔子故居,2479162697,故居,,热度 0.7,山东省济宁市曲阜孔庙东路承圣门内,内有御赞碑亭、礼器库及诗礼堂等古迹,"117.229504,35.509625"
北京·北京·东城区,老舍故居,3235614182,故居,,热度 0.7,北京东城区丰盛胡同,老舍故居是一座幽静美丽的院落16年，写下了建国后的全部作品。话剧《方珍珠》、《龙须沟》、《茶馆》、《西望长安》以及未完成,"116.373628,39.936147"
上海·上海·虹口区,李白烈士故居,1108821070,故居,,热度 0.7,中国上海市虹口区黄渡路107弄15号,展品极富教育意义，爱国主义教育基地,"121.481514,31.267967"
江苏·盐城·东台市,戈公振故居,3143879688,故居,,热度 0.7,中国江苏盐城东台市城内兰香巷9号,戈公振故居位于东台市城内兰香巷9号，是一座典型的清代民居，砖木结构，3进12间，“寿”字图案花墙，六面壁板，格扇门窗，占,"120.34610791434,32.855241902645"
北京·北京·西城区,新会会馆,1252060808,故居,,热度 0.7,北京市西城区（原宣武区）粉房琉璃街115号,新会会馆又称梁启超故居。著名学者梁启超曾住在这里。梁启超是广东新会人，光绪举人，1895年参加会试，随康有为发动“公车,"116.430226,39.943934"
河南·新乡·卫辉市,姜太公故里,3582761191,故居,,热度 0.72,河南省新乡卫辉市,风光秀丽，民风淳朴，文物古迹众多,"113.984087,35.543403"
天津·天津·河北区,梁启超故居与饮冰室,2618861385,故居,,热度 0.7,天津市河北区民族路44号,梁启超故居与饮冰室是两座毗邻的意大利式小楼。故居为梁启超自己设计的意式二层小楼，为家居用。梁曾在此会晤蔡锷等人，共商讨袁,"117.19735,39.135146"
上海·上海·卢湾区,刘海粟寓所,2307401763,故居,,热度 0.7,上海卢湾区复兴中路512号近重庆南路口,大力倡导了人体模特儿写生,"121.48161056878,31.22636277813"
上海·上海·静安区,上海蔡元培故居,116031858,故居,,热度 0.7,上海市静安区华山路303弄16号,奠定了我国新式教育制度的基础,"121.453563,31.225302"
上海·上海·静安区,毛泽东故居,1130779566,故居,,热度 0.7,上海静安区茂名北路120弄5—9号,一幢二楼二底、砖木结构、坐南朝北,"121.466753,31.232326"
上海·上海·静安区,徐志摩与陆小曼故居,2795807705,故居,,热度 0.7,延安中路四明村923号,徐志摩与陆小曼曾居福熙路（今延安中路）四明村923号，一幢上海滩老式石库门洋房。1929年3月29日，泰戈尔再次来到上海,"121.45955157006,31.22915752011"
山东·菏泽·鄄城县,孙膑故里,2650447862,故居,,热度 0.76,山东省菏泽市鄄城县宋楼乡,建筑形式古朴典雅，颇具民族传统风格,"115.696953,35.568472"
四川·乐山·沙湾区,郭沫若故居,2302696525,故居,,热度 0.7,四川省乐山市沙湾区,在四川乐山市东35公里沙湾场正街。座北向南，背负绥山（即蛾眉山第二峰），面对沫水（即大渡河），是一座三进中式木结构小四合,"103.55382,29.418047"
山东·临沂·兰山区,王羲之故居,3976001331,故居,,热度 0.78,山东省临沂市兰山区洗砚池街20号,古典园林式建筑的经典,"118.348111,35.07652"
浙江·金华·义乌市,陈望道故居,2370094641,故居,,热度 0.7,浙江省金华义乌市,离开市区，驱车往西在义金公路上驶至桥头村，再向右拐入那条弯弯曲曲的乡间公路，不稍半个小时便可到达上溪镇何里片的分水塘村。,"119.968674,29.353337"
天津·天津·和平区,李吉甫故居,2591783733,故居,,热度 0.7,天津市和平区花园路12号,古典主义色彩的近代优秀建筑,"117.210914,39.131491"
福建·厦门·同安区,苏颂故居,2315426175,故居,,热度 0.7,福建厦门市同安城西北隅永丰乡,为政清廉，勤政爱民,"118.156975,24.738616"
浙江·嘉兴·海宁市,张宗样故居,1016437350,故居,,热度 0.7,中国浙江海宁硖石镇仓基街56号,三楹两层西式砖木结构，文学气息浓厚,"120.70059228399,30.540249719568"
浙江·丽水·青田县,陈诚故居,2826318800,故居,,热度 0.7,浙江省丽水市青田县高市乡,陈诚（1897—1965），字辞修，出生于青田高市乡，小时候在高市度过，曾为国民党副总裁、行政院院长等。现在其家乡高市保,"120.136677,28.265038"
浙江·金华·义乌市,吴晗故居,3929211516,故居,,热度 0.7,浙江省金华市义乌市苦竹塘村328号,对青少年进行革命教育的好场所,"119.932706,29.261043"
江苏·南京·玄武区,王安石故居半山园,3539287130,故居,,热度 0.7,江苏省南京市玄武区前半园21号,王安石生前住所，文化底蕴深厚,"118.834317,32.053612"
广东·汕头·海丰县,彭湃故居,3462445077,故居,,热度 0.0,广东省汕头市海丰县,彭湃同志在这里度过童年和青少年时代代,"115.345116,22.972184"
广东·中山·中山市区,杨殷故居,295438821,故居,,热度 0.7,广东省中山市南朗镇翠亨村,富有中国古建筑形式的房子，壮严肃穆,"113.543193,22.450883"
广东·中山·中山市区,郑观应故居,2487937631,故居,,热度 0.7,广东中山市区三乡镇雍陌村,为硬山式砖木结构，前后两进,"113.468187,22.372354"
湖南·湘潭·湘乡市,陈赓故居,3711056768,故居,3A景区,热度 0.0,湖南省湘乡县龙洞乡泉湖村杨吉湾,位于湖南省湘乡县龙洞乡泉湖村杨吉湾。杨吉湾是一个建筑群体，土砖青瓦，上下两栋，左右两横呈“凹”形，共有40余间房屋，属中,"112.531885,27.803139"
天津·天津·和平区,张学铭旧居,1818023575,故居,,热度 0.0,天津市和平区睦南道50号,庭院式二层住宅，内部装修豪华，十分讲究,"117.214125,39.117043"
